Time,State,Mobility_Type,Q_Observed,Q_V_Shape,Q_Exp,Q_DQQ
23,New Hampshire,transit_stations_percent_change_from_baseline,-48.00952381,-53.41762118,#NAME?,-50.19612481
24,New Hampshire,transit_stations_percent_change_from_baseline,-47.95238095,-52.93411828,,-50.18574347
25,New Hampshire,transit_stations_percent_change_from_baseline,-48.58095238,-52.45061538,,-50.15481024
26,New Hampshire,transit_stations_percent_change_from_baseline,-49.1047619,-51.96711248,,-50.1036413
27,New Hampshire,transit_stations_percent_change_from_baseline,-48.95238095,-51.48360958,,-50.03255284
28,New Hampshire,transit_stations_percent_change_from_baseline,-49.13095238,-51.00010667,,-49.94186103
29,New Hampshire,transit_stations_percent_change_from_baseline,-50.17857143,-50.51660377,,-49.83188207
30,New Hampshire,transit_stations_percent_change_from_baseline,-51.77142857,-50.03310087,,-49.70293213
31,New Hampshire,transit_stations_percent_change_from_baseline,-52.18571429,-49.54959797,,-49.55532739
32,New Hampshire,transit_stations_percent_change_from_baseline,-52.15714286,-49.06609506,,-49.38938405
33,New Hampshire,transit_stations_percent_change_from_baseline,-51.02619048,-48.58259216,,-49.20541827
34,New Hampshire,transit_stations_percent_change_from_baseline,-51.19047619,-48.09908926,,-49.00374626
35,New Hampshire,transit_stations_percent_change_from_baseline,-52.3452381,-47.61558636,,-48.78468418
36,New Hampshire,transit_stations_percent_change_from_baseline,-50.3452381,-47.13208346,,-48.54854822
37,New Hampshire,transit_stations_percent_change_from_baseline,-49.3452381,-46.64858055,,-48.29565457
38,New Hampshire,transit_stations_percent_change_from_baseline,-49.66666667,-46.16507765,,-48.0263194
39,New Hampshire,transit_stations_percent_change_from_baseline,-50.05952381,-45.68157475,,-47.7408589
40,New Hampshire,transit_stations_percent_change_from_baseline,-49.41666667,-45.19807185,,-47.43958926
41,New Hampshire,transit_stations_percent_change_from_baseline,-49.45238095,-44.71456895,,-47.12282665
42,New Hampshire,transit_stations_percent_change_from_baseline,-47.22619048,-44.23106604,,-46.79088726
43,New Hampshire,transit_stations_percent_change_from_baseline,-48.8452381,-43.74756314,,-46.44408728
44,New Hampshire,transit_stations_percent_change_from_baseline,-49.27380952,-43.26406024,,-46.08274288
45,New Hampshire,transit_stations_percent_change_from_baseline,-48.70238095,-42.78055734,,-45.70717024
46,New Hampshire,transit_stations_percent_change_from_baseline,-47.16666667,-42.29705443,,-45.31768556
47,New Hampshire,transit_stations_percent_change_from_baseline,-47.3452381,-41.81355153,,-44.91460501
48,New Hampshire,transit_stations_percent_change_from_baseline,-46.70238095,-41.33004863,,-44.49824478
49,New Hampshire,transit_stations_percent_change_from_baseline,-46.30952381,-40.84654573,,-44.06892104
50,New Hampshire,transit_stations_percent_change_from_baseline,-44.02380952,-40.36304283,,-43.62694999
51,New Hampshire,transit_stations_percent_change_from_baseline,-42.48809524,-39.87953992,,-43.17264781
52,New Hampshire,transit_stations_percent_change_from_baseline,-41.27380952,-39.39603702,,-42.70633067
53,New Hampshire,transit_stations_percent_change_from_baseline,-40.73809524,-38.91253412,,-42.22831477
54,New Hampshire,transit_stations_percent_change_from_baseline,-39.5952381,-38.42903122,,-41.73891627
55,New Hampshire,transit_stations_percent_change_from_baseline,-38.73809524,-37.94552832,,-41.23845138
56,New Hampshire,transit_stations_percent_change_from_baseline,-39.66666667,-37.46202541,,-40.72723626
57,New Hampshire,transit_stations_percent_change_from_baseline,-39.23809524,-36.97852251,,-40.20558711
58,New Hampshire,transit_stations_percent_change_from_baseline,-39.02380952,-36.49501961,,-39.67382011
59,New Hampshire,transit_stations_percent_change_from_baseline,-38.52380952,-36.01151671,,-39.13225143
60,New Hampshire,transit_stations_percent_change_from_baseline,-38.41666667,-35.5280138,,-38.58119727
61,New Hampshire,transit_stations_percent_change_from_baseline,-38.25,-35.0445109,,-38.0209738
62,New Hampshire,transit_stations_percent_change_from_baseline,-37.67857143,-34.561008,,-37.45189721
63,New Hampshire,transit_stations_percent_change_from_baseline,-34.85714286,-34.0775051,,-36.87428367
64,New Hampshire,transit_stations_percent_change_from_baseline,-33.71428571,-33.5940022,,-36.28844939
65,New Hampshire,transit_stations_percent_change_from_baseline,-32.96428571,-33.11049929,,-35.69471053
66,New Hampshire,transit_stations_percent_change_from_baseline,-32.75,-32.62699639,,-35.09338327
67,New Hampshire,transit_stations_percent_change_from_baseline,-31.89285714,-32.14349349,,-34.48478381
68,New Hampshire,transit_stations_percent_change_from_baseline,-29.6547619,-31.65999059,,-33.86922833
69,New Hampshire,transit_stations_percent_change_from_baseline,-27.05952381,-31.17648769,,-33.247033
70,New Hampshire,transit_stations_percent_change_from_baseline,-26.3452381,-30.69298478,,-32.61851402
71,New Hampshire,transit_stations_percent_change_from_baseline,-25.29761905,-30.20948188,,-31.98398756
72,New Hampshire,transit_stations_percent_change_from_baseline,-27.11904762,-29.72597898,,-31.34376981
73,New Hampshire,transit_stations_percent_change_from_baseline,-26.08333333,-29.24247608,,-30.69817694
74,New Hampshire,transit_stations_percent_change_from_baseline,-25.69047619,-28.75897317,,-30.04752515
75,New Hampshire,transit_stations_percent_change_from_baseline,-26.3452381,-28.27547027,,-29.39213062
76,New Hampshire,transit_stations_percent_change_from_baseline,-27.9047619,-27.79196737,,-28.73230952
77,New Hampshire,transit_stations_percent_change_from_baseline,-27.79761905,-27.30846447,,-28.06837805
78,New Hampshire,transit_stations_percent_change_from_baseline,-27.08333333,-26.82496157,,-27.40065238
79,New Hampshire,transit_stations_percent_change_from_baseline,-23.72619048,-26.34145866,,-26.7294487
80,New Hampshire,transit_stations_percent_change_from_baseline,-23.1547619,-25.85795576,,-26.05508319
81,New Hampshire,transit_stations_percent_change_from_baseline,-22.72619048,-25.37445286,,-25.37787203
82,New Hampshire,transit_stations_percent_change_from_baseline,-21.35714286,-24.89094996,,-24.69813141
83,New Hampshire,transit_stations_percent_change_from_baseline,-20.22619048,-24.40744705,,-24.01617751
84,New Hampshire,transit_stations_percent_change_from_baseline,-19.29761905,-23.92394415,,-23.33232651
85,New Hampshire,transit_stations_percent_change_from_baseline,-19.25,-23.44044125,,-22.6468946
86,New Hampshire,transit_stations_percent_change_from_baseline,-17.10714286,-22.95693835,,-21.96019795
87,New Hampshire,transit_stations_percent_change_from_baseline,-17.35714286,-22.47343545,,-21.27255276
88,New Hampshire,transit_stations_percent_change_from_baseline,-17,-21.98993254,,-20.5842752
89,New Hampshire,transit_stations_percent_change_from_baseline,-17.61904762,-21.50642964,,-19.89568146
90,New Hampshire,transit_stations_percent_change_from_baseline,-16.47619048,-21.02292674,,-19.20708771
91,New Hampshire,transit_stations_percent_change_from_baseline,-13.88095238,-20.53942384,,-18.51881015
92,New Hampshire,transit_stations_percent_change_from_baseline,-12.5,-20.05592094,,-17.83116496
93,New Hampshire,transit_stations_percent_change_from_baseline,-13.04761905,-19.57241803,,-17.14446832
94,New Hampshire,transit_stations_percent_change_from_baseline,-11.70238095,-19.08891513,,-16.4590364
95,New Hampshire,transit_stations_percent_change_from_baseline,-11.0952381,-18.60541223,,-15.7751854
96,New Hampshire,transit_stations_percent_change_from_baseline,-8.80952381,-18.12190933,,-15.0932315
97,New Hampshire,transit_stations_percent_change_from_baseline,-7.952380952,-17.63840642,,-14.41349088
98,New Hampshire,transit_stations_percent_change_from_baseline,-7.761904762,-17.15490352,,-13.73627972
99,New Hampshire,transit_stations_percent_change_from_baseline,-7.428571429,-16.67140062,,-13.06191421
100,New Hampshire,transit_stations_percent_change_from_baseline,-7.952380952,-16.18789772,,-12.39071053
101,New Hampshire,transit_stations_percent_change_from_baseline,-7.19047619,-15.70439482,,-11.72298486
102,New Hampshire,transit_stations_percent_change_from_baseline,-6.976190476,-15.22089191,,-11.05905339
103,New Hampshire,transit_stations_percent_change_from_baseline,-6.785714286,-14.73738901,,-10.3992323
104,New Hampshire,transit_stations_percent_change_from_baseline,-6.023809524,-14.25388611,,-9.743837761
105,New Hampshire,transit_stations_percent_change_from_baseline,-7.095238095,-13.77038321,,-9.093185971
106,New Hampshire,transit_stations_percent_change_from_baseline,-7.19047619,-13.28688031,,-8.447593108
107,New Hampshire,transit_stations_percent_change_from_baseline,-7.095238095,-12.8033774,,-7.807375354
108,New Hampshire,transit_stations_percent_change_from_baseline,-8.142857143,-12.3198745,,-7.172848894
109,New Hampshire,transit_stations_percent_change_from_baseline,-7.25,-11.8363716,,-6.54432991
110,New Hampshire,transit_stations_percent_change_from_baseline,-3.654761905,-11.3528687,,-5.922134584
111,New Hampshire,transit_stations_percent_change_from_baseline,-4.130952381,-10.86936579,,-5.3065791
112,New Hampshire,transit_stations_percent_change_from_baseline,-3.488095238,-10.38586289,,-4.697979641
113,New Hampshire,transit_stations_percent_change_from_baseline,-2.011904762,-9.90235999,,-4.096652389
114,New Hampshire,transit_stations_percent_change_from_baseline,-1.535714286,-9.418857088,,-3.502913528
115,New Hampshire,transit_stations_percent_change_from_baseline,1.011904762,-8.935354186,,-2.91707924
116,New Hampshire,transit_stations_percent_change_from_baseline,0.904761905,-8.451851284,,-2.339465708
117,New Hampshire,transit_stations_percent_change_from_baseline,-2.666666667,-7.968348382,,-1.770389116
118,New Hampshire,transit_stations_percent_change_from_baseline,-2.523809524,-7.48484548,,-1.210165647
119,New Hampshire,transit_stations_percent_change_from_baseline,-4.095238095,-7.001342577,,-0.659111482
120,New Hampshire,transit_stations_percent_change_from_baseline,-4.047619048,-6.517839675,,-0.117542806
121,New Hampshire,transit_stations_percent_change_from_baseline,-3.404761905,-6.034336773,,0.4142242
122,New Hampshire,transit_stations_percent_change_from_baseline,-5.857142857,-5.550833871,,0.935873351
123,New Hampshire,transit_stations_percent_change_from_baseline,-5.571428571,-5.067330969,,1.447088465
124,New Hampshire,transit_stations_percent_change_from_baseline,-4.880952381,-4.583828067,,1.94755336
125,New Hampshire,transit_stations_percent_change_from_baseline,-4.023809524,-4.100325165,,2.436951851
126,New Hampshire,transit_stations_percent_change_from_baseline,0.166666667,-3.616822262,,2.914967757
127,New Hampshire,transit_stations_percent_change_from_baseline,0.261904762,-3.13331936,,3.381284894
128,New Hampshire,transit_stations_percent_change_from_baseline,-0.952380952,-2.649816458,,3.835587079
129,New Hampshire,transit_stations_percent_change_from_baseline,0.357142857,-2.166313556,,4.27755813
130,New Hampshire,transit_stations_percent_change_from_baseline,-0.142857143,-1.682810654,,4.706881863
131,New Hampshire,transit_stations_percent_change_from_baseline,-0.666666667,-1.199307752,,5.123242096
132,New Hampshire,transit_stations_percent_change_from_baseline,-0.714285714,-0.715804849,,5.526322646
133,New Hampshire,transit_stations_percent_change_from_baseline,-0.476190476,-0.232301947,,5.915807329
134,New Hampshire,transit_stations_percent_change_from_baseline,1,0.251200955,,6.291379962
135,New Hampshire,transit_stations_percent_change_from_baseline,1.285714286,0.734703857,,6.652724364
136,New Hampshire,transit_stations_percent_change_from_baseline,1.642857143,1.218206759,,6.99952435
137,New Hampshire,transit_stations_percent_change_from_baseline,3.333333333,1.701709661,,7.331463738
138,New Hampshire,transit_stations_percent_change_from_baseline,4.380952381,2.185212563,,7.648226345
139,New Hampshire,transit_stations_percent_change_from_baseline,5.047619048,2.668715466,,7.949495989
140,New Hampshire,transit_stations_percent_change_from_baseline,5.285714286,3.152218368,,8.234956485
141,New Hampshire,transit_stations_percent_change_from_baseline,6.19047619,3.63572127,,8.504291651
142,New Hampshire,transit_stations_percent_change_from_baseline,6.761904762,4.119224172,,8.757185305
143,New Hampshire,transit_stations_percent_change_from_baseline,4.666666667,4.602727074,,8.993321263
144,New Hampshire,transit_stations_percent_change_from_baseline,3.904761905,5.086229976,,9.212383342
145,New Hampshire,transit_stations_percent_change_from_baseline,3.904761905,5.569732878,,9.41405536
146,New Hampshire,transit_stations_percent_change_from_baseline,3.571428571,6.053235781,,9.598021133
147,New Hampshire,transit_stations_percent_change_from_baseline,3.333333333,6.536738683,,9.763964478
148,New Hampshire,transit_stations_percent_change_from_baseline,2.428571429,7.020241585,,9.911569213
149,New Hampshire,transit_stations_percent_change_from_baseline,4.571428571,7.503744487,,10.04051915
150,New Hampshire,transit_stations_percent_change_from_baseline,6.738095238,7.987247389,,10.15049812
151,New Hampshire,transit_stations_percent_change_from_baseline,7.261904762,8.470750291,,10.24118993
152,New Hampshire,transit_stations_percent_change_from_baseline,9.976190476,8.954253194,,10.31227839
153,New Hampshire,transit_stations_percent_change_from_baseline,9.880952381,9.437756096,,10.36344733
154,New Hampshire,transit_stations_percent_change_from_baseline,10.11904762,9.921258998,,10.39438056
155,New Hampshire,transit_stations_percent_change_from_baseline,10.4047619,10.4047619,,10.4047619
0,New Jersey,transit_stations_percent_change_from_baseline,0.471942286,0,5.998253028,0
1,New Jersey,transit_stations_percent_change_from_baseline,-1.151527102,-2.860726536,0.390936208,-0.364969359
2,New Jersey,transit_stations_percent_change_from_baseline,-3.63892206,-5.721453071,-4.852418757,-1.414256266
3,New Jersey,transit_stations_percent_change_from_baseline,-7.301737186,-8.582179607,-9.755436042,-3.079428967
4,New Jersey,transit_stations_percent_change_from_baseline,-11.0682122,-11.44290614,-14.34020642,-5.292055706
5,New Jersey,transit_stations_percent_change_from_baseline,-15.52852966,-14.30363268,-18.62738677,-7.983704728
6,New Jersey,transit_stations_percent_change_from_baseline,-19.84598997,-17.16435921,-22.63629319,-11.08594428
7,New Jersey,transit_stations_percent_change_from_baseline,-24.23734336,-20.02508575,-26.38498798,-14.53034261
8,New Jersey,transit_stations_percent_change_from_baseline,-27.95162907,-22.88581228,-29.89036107,-18.24846795
9,New Jersey,transit_stations_percent_change_from_baseline,-32.32137697,-25.74653882,-33.16820606,-22.17188856
10,New Jersey,transit_stations_percent_change_from_baseline,-37.51372058,-28.60726536,-36.23329145,-26.23217268
11,New Jersey,transit_stations_percent_change_from_baseline,-41.96413232,-31.46799189,-39.09942711,-30.36088855
12,New Jersey,transit_stations_percent_change_from_baseline,-44.2648842,-34.32871843,-41.77952654,-34.48960443
13,New Jersey,transit_stations_percent_change_from_baseline,-46.95536039,-37.18944496,-44.28566506,-38.54988855
14,New Jersey,transit_stations_percent_change_from_baseline,-48.78790007,-40.0501715,-46.62913418,-42.47330916
15,New Jersey,transit_stations_percent_change_from_baseline,-50.71759932,-42.91089803,-48.82049252,-46.1914345
16,New Jersey,transit_stations_percent_change_from_baseline,-53.73440604,-45.77162457,-50.86961334,-49.63583283
17,New Jersey,transit_stations_percent_change_from_baseline,-54.95662827,-48.6323511,-52.78572905,-52.73807238
18,New Jersey,transit_stations_percent_change_from_baseline,-54.82125412,-51.49307764,-54.57747278,-55.4297214
19,New Jersey,transit_stations_percent_change_from_baseline,-55.82050224,-54.35380418,-56.25291734,-57.64234814
20,New Jersey,transit_stations_percent_change_from_baseline,-55.66403965,-57.21453071,-57.8196115,-59.30752084
21,New Jersey,transit_stations_percent_change_from_baseline,-56.08864283,-60.07525725,-59.28461408,-60.35680775
22,New Jersey,transit_stations_percent_change_from_baseline,-56.03207283,-62.93598378,-60.65452571,-60.72177711
23,New Jersey,transit_stations_percent_change_from_baseline,-53.98690476,-62.51496952,-60.2708186,-60.70942754
24,New Jersey,transit_stations_percent_change_from_baseline,-53.34702381,-62.09395526,-59.88763522,-60.67272429
25,New Jersey,transit_stations_percent_change_from_baseline,-52.81686508,-61.672941,-59.50497486,-60.61218551
26,New Jersey,transit_stations_percent_change_from_baseline,-52.43415831,-61.25192674,-59.1228368,-60.52832938
27,New Jersey,transit_stations_percent_change_from_baseline,-52.7406209,-60.83091248,-58.74122032,-60.42167405
28,New Jersey,transit_stations_percent_change_from_baseline,-53.29776375,-60.40989822,-58.36012473,-60.29273768
29,New Jersey,transit_stations_percent_change_from_baseline,-54.64470253,-59.98888395,-57.9795493,-60.14203845
30,New Jersey,transit_stations_percent_change_from_baseline,-55.60303586,-59.56786969,-57.59949333,-59.97009451
31,New Jersey,transit_stations_percent_change_from_baseline,-56.48441341,-59.14685543,-57.21995611,-59.77742403
32,New Jersey,transit_stations_percent_change_from_baseline,-58.371715,-58.72584117,-56.84093693,-59.56454517
33,New Jersey,transit_stations_percent_change_from_baseline,-58.40680272,-58.30482691,-56.46243508,-59.3319761
34,New Jersey,transit_stations_percent_change_from_baseline,-58.33537415,-57.88381265,-56.08444986,-59.08023497
35,New Jersey,transit_stations_percent_change_from_baseline,-57.98687791,-57.46279839,-55.70698056,-58.80983996
36,New Jersey,transit_stations_percent_change_from_baseline,-57.46342642,-57.04178413,-55.33002647,-58.52130922
37,New Jersey,transit_stations_percent_change_from_baseline,-58.45152166,-56.62076987,-54.9535869,-58.21516092
38,New Jersey,transit_stations_percent_change_from_baseline,-57.03315431,-56.19975561,-54.57766114,-57.89191323
39,New Jersey,transit_stations_percent_change_from_baseline,-55.56398138,-55.77874134,-54.20224849,-57.5520843
40,New Jersey,transit_stations_percent_change_from_baseline,-55.88979592,-55.35772708,-53.82734825,-57.1961923
41,New Jersey,transit_stations_percent_change_from_baseline,-55.55408163,-54.93671282,-53.45295972,-56.82475539
42,New Jersey,transit_stations_percent_change_from_baseline,-55.36611171,-54.51569856,-53.07908221,-56.43829174
43,New Jersey,transit_stations_percent_change_from_baseline,-55.86949517,-54.0946843,-52.705715,-56.03731951
44,New Jersey,transit_stations_percent_change_from_baseline,-53.58888292,-53.67367004,-52.33285742,-55.62235687
45,New Jersey,transit_stations_percent_change_from_baseline,-54.974087,-53.25265578,-51.96050876,-55.19392197
46,New Jersey,transit_stations_percent_change_from_baseline,-54.85378625,-52.83164152,-51.58866833,-54.75253298
47,New Jersey,transit_stations_percent_change_from_baseline,-53.84344791,-52.41062726,-51.21733543,-54.29870807
48,New Jersey,transit_stations_percent_change_from_baseline,-53.59683136,-51.98961299,-50.84650937,-53.8329654
49,New Jersey,transit_stations_percent_change_from_baseline,-53.46901182,-51.56859873,-50.47618946,-53.35582313
50,New Jersey,transit_stations_percent_change_from_baseline,-52.0015515,-51.14758447,-50.10637501,-52.86779942
51,New Jersey,transit_stations_percent_change_from_baseline,-51.54515076,-50.72657021,-49.73706533,-52.36941245
52,New Jersey,transit_stations_percent_change_from_baseline,-48.74807283,-50.30555595,-49.36825973,-51.86118036
53,New Jersey,transit_stations_percent_change_from_baseline,-48.08218937,-49.88454169,-48.99995752,-51.34362133
54,New Jersey,transit_stations_percent_change_from_baseline,-48.26195128,-49.46352743,-48.63215801,-50.81725352
55,New Jersey,transit_stations_percent_change_from_baseline,-48.01571068,-49.04251317,-48.26486053,-50.2825951
56,New Jersey,transit_stations_percent_change_from_baseline,-47.22999639,-48.62149891,-47.89806438,-49.74016422
57,New Jersey,transit_stations_percent_change_from_baseline,-47.24670483,-48.20048465,-47.53176887,-49.19047905
58,New Jersey,transit_stations_percent_change_from_baseline,-47.93119681,-47.77947038,-47.16597333,-48.63405776
59,New Jersey,transit_stations_percent_change_from_baseline,-48.16756045,-47.35845612,-46.80067708,-48.0714185
60,New Jersey,transit_stations_percent_change_from_baseline,-48.10704457,-46.93744186,-46.43587943,-47.50307944
61,New Jersey,transit_stations_percent_change_from_baseline,-47.49976166,-46.5164276,-46.0715797,-46.92955875
62,New Jersey,transit_stations_percent_change_from_baseline,-47.42833309,-46.09541334,-45.70777721,-46.35137459
63,New Jersey,transit_stations_percent_change_from_baseline,-47.3301188,-45.67439908,-45.34447128,-45.76904512
64,New Jersey,transit_stations_percent_change_from_baseline,-46.49694211,-45.25338482,-44.98166124,-45.1830885
65,New Jersey,transit_stations_percent_change_from_baseline,-45.45422502,-44.83237056,-44.6193464,-44.5940229
66,New Jersey,transit_stations_percent_change_from_baseline,-45.57803455,-44.4113563,-44.2575261,-44.00236648
67,New Jersey,transit_stations_percent_change_from_baseline,-45.54926471,-43.99034203,-43.89619966,-43.40863741
68,New Jersey,transit_stations_percent_change_from_baseline,-45.6375,-43.56932777,-43.5353664,-42.81335385
69,New Jersey,transit_stations_percent_change_from_baseline,-45.27142857,-43.14831351,-43.17502565,-42.21703396
70,New Jersey,transit_stations_percent_change_from_baseline,-44.27916667,-42.72729925,-42.81517674,-41.62019591
71,New Jersey,transit_stations_percent_change_from_baseline,-43.7589599,-42.30628499,-42.45581899,-41.02335786
72,New Jersey,transit_stations_percent_change_from_baseline,-44.68455514,-41.88527073,-42.09695174,-40.42703797
73,New Jersey,transit_stations_percent_change_from_baseline,-43.90360276,-41.46425647,-41.73857432,-39.83175441
74,New Jersey,transit_stations_percent_change_from_baseline,-44.75300752,-41.04324221,-41.38068606,-39.23802534
75,New Jersey,transit_stations_percent_change_from_baseline,-43.89110276,-40.62222795,-41.02328628,-38.64636893
76,New Jersey,transit_stations_percent_change_from_baseline,-43.20241228,-40.20121368,-40.66637433,-38.05730333
77,New Jersey,transit_stations_percent_change_from_baseline,-43.22986326,-39.78019942,-40.30994954,-37.47134671
78,New Jersey,transit_stations_percent_change_from_baseline,-43.00304622,-39.35918516,-39.95401124,-36.88901724
79,New Jersey,transit_stations_percent_change_from_baseline,-41.08202973,-38.9381709,-39.59855877,-36.31083307
80,New Jersey,transit_stations_percent_change_from_baseline,-39.98679164,-38.51715664,-39.24359147,-35.73731238
81,New Jersey,transit_stations_percent_change_from_baseline,-37.86952973,-38.09614238,-38.88910867,-35.16897333
82,New Jersey,transit_stations_percent_change_from_baseline,-37.91714878,-37.67512812,-38.53510971,-34.60633407
83,New Jersey,transit_stations_percent_change_from_baseline,-38.24095831,-37.25411386,-38.18159393,-34.04991277
84,New Jersey,transit_stations_percent_change_from_baseline,-37.79505495,-36.8330996,-37.82856068,-33.50022761
85,New Jersey,transit_stations_percent_change_from_baseline,-38.15815018,-36.41208534,-37.47600928,-32.95779673
86,New Jersey,transit_stations_percent_change_from_baseline,-38.03452381,-35.99107107,-37.1239391,-32.4231383
87,New Jersey,transit_stations_percent_change_from_baseline,-37.46309524,-35.57005681,-36.77234946,-31.89677049
88,New Jersey,transit_stations_percent_change_from_baseline,-37.20892857,-35.14904255,-36.42123972,-31.37921146
89,New Jersey,transit_stations_percent_change_from_baseline,-36.76428571,-34.72802829,-36.07060922,-30.87097938
90,New Jersey,transit_stations_percent_change_from_baseline,-36.17380952,-34.30701403,-35.7204573,-30.3725924
91,New Jersey,transit_stations_percent_change_from_baseline,-36.61130952,-33.88599977,-35.37078331,-29.8845687
92,New Jersey,transit_stations_percent_change_from_baseline,-35.48154762,-33.46498551,-35.0215866,-29.40742643
93,New Jersey,transit_stations_percent_change_from_baseline,-34.40037879,-33.04397125,-34.67286652,-28.94168375
94,New Jersey,transit_stations_percent_change_from_baseline,-34.32418831,-32.62295699,-34.32462241,-28.48785884
95,New Jersey,transit_stations_percent_change_from_baseline,-33.63847403,-32.20194272,-33.97685363,-28.04646986
96,New Jersey,transit_stations_percent_change_from_baseline,-33.1021645,-31.78092846,-33.62955953,-27.61803496
97,New Jersey,transit_stations_percent_change_from_baseline,-32.42597403,-31.3599142,-33.28273946,-27.20307231
98,New Jersey,transit_stations_percent_change_from_baseline,-31.26406926,-30.93889994,-32.93639277,-26.80210009
99,New Jersey,transit_stations_percent_change_from_baseline,-30.34025974,-30.51788568,-32.59051882,-26.41563644
100,New Jersey,transit_stations_percent_change_from_baseline,-29.88571429,-30.09687142,-32.24511696,-26.04419953
101,New Jersey,transit_stations_percent_change_from_baseline,-29.16190476,-29.67585716,-31.90018655,-25.68830753
102,New Jersey,transit_stations_percent_change_from_baseline,-28.92321429,-29.2548429,-31.55572694,-25.3484786
103,New Jersey,transit_stations_percent_change_from_baseline,-28.52321429,-28.83382864,-31.2117375,-25.0252309
104,New Jersey,transit_stations_percent_change_from_baseline,-28.01845238,-28.41281437,-30.86821757,-24.71908261
105,New Jersey,transit_stations_percent_change_from_baseline,-27.29260204,-27.99180011,-30.52516652,-24.43055187
106,New Jersey,transit_stations_percent_change_from_baseline,-27.02593537,-27.57078585,-30.18258372,-24.16015685
107,New Jersey,transit_stations_percent_change_from_baseline,-26.35926871,-27.14977159,-29.84046851,-23.90841573
108,New Jersey,transit_stations_percent_change_from_baseline,-25.64498299,-26.72875733,-29.49882026,-23.67584665
109,New Jersey,transit_stations_percent_change_from_baseline,-25.05442177,-26.30774307,-29.15763834,-23.46296779
110,New Jersey,transit_stations_percent_change_from_baseline,-24.7877551,-25.88672881,-28.8169221,-23.27029731
111,New Jersey,transit_stations_percent_change_from_baseline,-24.51156463,-25.46571455,-28.47667092,-23.09835337
112,New Jersey,transit_stations_percent_change_from_baseline,-23.32312925,-25.04470029,-28.13688415,-22.94765414
113,New Jersey,transit_stations_percent_change_from_baseline,-23.23265306,-24.62368603,-27.79756117,-22.81871778
114,New Jersey,transit_stations_percent_change_from_baseline,-24.80841064,-24.20267176,-27.45870133,-22.71206245
115,New Jersey,transit_stations_percent_change_from_baseline,-23.38936302,-23.7816575,-27.12030402,-22.62820631
116,New Jersey,transit_stations_percent_change_from_baseline,-23.04242424,-23.36064324,-26.78236859,-22.56766754
117,New Jersey,transit_stations_percent_change_from_baseline,-22.57575758,-22.93962898,-26.44489442,-22.53096428
118,New Jersey,transit_stations_percent_change_from_baseline,-22.51861472,-22.51861472,-26.10788087,-22.51861472
119,New Jersey,transit_stations_percent_change_from_baseline,-23.32007992,-22.09760046,-25.77132732,-22.51861472
120,New Jersey,transit_stations_percent_change_from_baseline,-24.85976246,-21.6765862,-25.43523315,-22.51861472
121,New Jersey,transit_stations_percent_change_from_baseline,-22.66495726,-21.25557194,-25.09959771,-22.51861472
122,New Jersey,transit_stations_percent_change_from_baseline,-22.42686203,-20.83455768,-24.7644204,-22.51861472
123,New Jersey,transit_stations_percent_change_from_baseline,-22.84114774,-20.41354341,-24.42970057,-22.51861472
124,New Jersey,transit_stations_percent_change_from_baseline,-23.15543346,-19.99252915,-24.09543761,-22.51861472
125,New Jersey,transit_stations_percent_change_from_baseline,-23.39352869,-19.57151489,-23.7616309,-22.51861472
126,New Jersey,transit_stations_percent_change_from_baseline,-23.62743764,-19.15050063,-23.42827981,-22.51861472
127,New Jersey,transit_stations_percent_change_from_baseline,-22.40918367,-18.72948637,-23.09538371,-22.51861472
128,New Jersey,transit_stations_percent_change_from_baseline,-22.70788497,-18.30847211,-22.762942,-22.51861472
129,New Jersey,transit_stations_percent_change_from_baseline,-23.42217069,-17.88745785,-22.43095404,-22.51861472
130,New Jersey,transit_stations_percent_change_from_baseline,-23.6239564,-17.46644359,-22.09941922,-22.51861472
131,New Jersey,transit_stations_percent_change_from_baseline,-23.93824212,-17.04542933,-21.76833692,-22.51861472
132,New Jersey,transit_stations_percent_change_from_baseline,-24.47157545,-16.62441507,-21.43770652,-22.51861472
133,New Jersey,transit_stations_percent_change_from_baseline,-25.01715368,-16.2034008,-21.10752741,-22.51861472
134,New Jersey,transit_stations_percent_change_from_baseline,-25.44334416,-15.78238654,-20.77779897,-22.51861472
135,New Jersey,transit_stations_percent_change_from_baseline,-25.23555195,-15.36137228,-20.44852058,-22.51861472
136,New Jersey,transit_stations_percent_change_from_baseline,-25.43555195,-14.94035802,-20.11969164,-22.51861472
137,New Jersey,transit_stations_percent_change_from_baseline,-25.28138528,-14.51934376,-19.79131152,-22.51861472
138,New Jersey,transit_stations_percent_change_from_baseline,-25.54805195,-14.0983295,-19.46337961,-22.51861472
0,New Mexico,transit_stations_percent_change_from_baseline,1.198412698,0,3.50360811,0
1,New Mexico,transit_stations_percent_change_from_baseline,-1.246031746,-2.040692079,-0.734526466,-0.33979827
2,New Mexico,transit_stations_percent_change_from_baseline,-3.738095238,-4.081384158,-4.603443994,-1.30371581
3,New Mexico,transit_stations_percent_change_from_baseline,-6.246031746,-6.122076236,-8.135309857,-2.808536718
4,New Mexico,transit_stations_percent_change_from_baseline,-9.595238095,-8.162768315,-11.35948726,-4.771045092
5,New Mexico,transit_stations_percent_change_from_baseline,-12.9702381,-10.20346039,-14.30278136,-7.108025028
