mobility_type,x_time,y_ridership_change,phase,state,x_date
retail_and_recreation_percent_change_from_baseline,45055,-20.47380952,R,Missouri,9-May
retail_and_recreation_percent_change_from_baseline,45056,-19.28333333,R,Missouri,10-May
retail_and_recreation_percent_change_from_baseline,45057,-18.27359307,R,Missouri,11-May
retail_and_recreation_percent_change_from_baseline,45058,-18.62568543,R,Missouri,12-May
retail_and_recreation_percent_change_from_baseline,45059,-18.47806638,R,Missouri,13-May
retail_and_recreation_percent_change_from_baseline,45060,-18.38759019,R,Missouri,14-May
retail_and_recreation_percent_change_from_baseline,45061,-18.13044733,R,Missouri,15-May
retail_and_recreation_percent_change_from_baseline,45062,-18.24473304,R,Missouri,16-May
retail_and_recreation_percent_change_from_baseline,45063,-18.4034632,R,Missouri,17-May
retail_and_recreation_percent_change_from_baseline,45064,-17.52034632,R,Missouri,18-May
retail_and_recreation_percent_change_from_baseline,45065,-16.7297619,R,Missouri,19-May
retail_and_recreation_percent_change_from_baseline,45066,-15.65515873,R,Missouri,20-May
retail_and_recreation_percent_change_from_baseline,45067,-14.48055556,R,Missouri,21-May
retail_and_recreation_percent_change_from_baseline,45068,-13.80119048,R,Missouri,22-May
retail_and_recreation_percent_change_from_baseline,45069,-13.40277778,R,Missouri,23-May
retail_and_recreation_percent_change_from_baseline,45070,-12.96825397,R,Missouri,24-May
retail_and_recreation_percent_change_from_baseline,45071,-13.9047619,R,Missouri,25-May
retail_and_recreation_percent_change_from_baseline,45072,-14.00992063,R,Missouri,26-May
retail_and_recreation_percent_change_from_baseline,45073,-14.50198413,R,Missouri,27-May
retail_and_recreation_percent_change_from_baseline,45074,-14.80992063,R,Missouri,28-May
retail_and_recreation_percent_change_from_baseline,45075,-14.7872449,R,Missouri,29-May
retail_and_recreation_percent_change_from_baseline,45076,-14.41422902,R,Missouri,30-May
retail_and_recreation_percent_change_from_baseline,45077,-13.5154195,R,Missouri,31-May
retail_and_recreation_percent_change_from_baseline,45078,-12.19115646,R,Missouri,1-Jun
retail_and_recreation_percent_change_from_baseline,45079,-11.2824263,R,Missouri,2-Jun
retail_and_recreation_percent_change_from_baseline,45080,-10.6792517,R,Missouri,3-Jun
retail_and_recreation_percent_change_from_baseline,45081,-9.974489796,R,Missouri,4-Jun
retail_and_recreation_percent_change_from_baseline,45082,-10.19897959,R,Missouri,5-Jun
retail_and_recreation_percent_change_from_baseline,45083,-10.23866213,R,Missouri,6-Jun
retail_and_recreation_percent_change_from_baseline,45084,-10.42318594,R,Missouri,7-Jun
retail_and_recreation_percent_change_from_baseline,45085,-10.13951247,R,Missouri,8-Jun
retail_and_recreation_percent_change_from_baseline,45086,-10.49665533,R,Missouri,9-Jun
retail_and_recreation_percent_change_from_baseline,45087,-10.12165533,R,Missouri,10-Jun
retail_and_recreation_percent_change_from_baseline,45088,-9.863151927,R,Missouri,11-Jun
grocery_and_pharmacy_percent_change_from_baseline,44972,0,D,Missouri,15-Feb
grocery_and_pharmacy_percent_change_from_baseline,44973,0,D,Missouri,16-Feb
grocery_and_pharmacy_percent_change_from_baseline,44974,0,D,Missouri,17-Feb
grocery_and_pharmacy_percent_change_from_baseline,44975,0,D,Missouri,18-Feb
grocery_and_pharmacy_percent_change_from_baseline,44976,0,D,Missouri,19-Feb
grocery_and_pharmacy_percent_change_from_baseline,44977,0,D,Missouri,20-Feb
grocery_and_pharmacy_percent_change_from_baseline,44978,2.318438704,D,Missouri,21-Feb
grocery_and_pharmacy_percent_change_from_baseline,44979,3.06983017,D,Missouri,22-Feb
grocery_and_pharmacy_percent_change_from_baseline,44980,3.241258741,D,Missouri,23-Feb
grocery_and_pharmacy_percent_change_from_baseline,44981,3.337962038,D,Missouri,24-Feb
grocery_and_pharmacy_percent_change_from_baseline,44982,3.50979021,D,Missouri,25-Feb
grocery_and_pharmacy_percent_change_from_baseline,44983,3.633599734,D,Missouri,26-Feb
grocery_and_pharmacy_percent_change_from_baseline,44984,4.152081252,D,Missouri,27-Feb
grocery_and_pharmacy_percent_change_from_baseline,44985,4.680652681,D,Missouri,28-Feb
grocery_and_pharmacy_percent_change_from_baseline,47150,4.65987346,D,Missouri,29-Feb
grocery_and_pharmacy_percent_change_from_baseline,44986,5.482095682,D,Missouri,1-Mar
grocery_and_pharmacy_percent_change_from_baseline,44987,6.055522256,D,Missouri,2-Mar
grocery_and_pharmacy_percent_change_from_baseline,44988,7.302164502,D,Missouri,3-Mar
grocery_and_pharmacy_percent_change_from_baseline,44989,8.04025974,D,Missouri,4-Mar
grocery_and_pharmacy_percent_change_from_baseline,44990,8.725685426,D,Missouri,5-Mar
grocery_and_pharmacy_percent_change_from_baseline,44991,8.673304473,D,Missouri,6-Mar
grocery_and_pharmacy_percent_change_from_baseline,44992,8.949494949,D,Missouri,7-Mar
grocery_and_pharmacy_percent_change_from_baseline,44993,9.198701299,D,Missouri,8-Mar
grocery_and_pharmacy_percent_change_from_baseline,44994,9.114285714,D,Missouri,9-Mar
grocery_and_pharmacy_percent_change_from_baseline,44995,9.098412698,D,Missouri,10-Mar
grocery_and_pharmacy_percent_change_from_baseline,44996,9.717460317,D,Missouri,11-Mar
grocery_and_pharmacy_percent_change_from_baseline,44997,12.00714286,D,Missouri,12-Mar
grocery_and_pharmacy_percent_change_from_baseline,44998,15.40396825,D,Missouri,13-Mar
grocery_and_pharmacy_percent_change_from_baseline,44999,16.73390023,D,Missouri,14-Mar
grocery_and_pharmacy_percent_change_from_baseline,45000,17.20294785,D,Missouri,15-Mar
grocery_and_pharmacy_percent_change_from_baseline,45001,21.18346733,D,Missouri,16-Mar
grocery_and_pharmacy_percent_change_from_baseline,45002,22.88346733,D,Missouri,17-Mar
grocery_and_pharmacy_percent_change_from_baseline,45003,24.17783962,D,Missouri,18-Mar
grocery_and_pharmacy_percent_change_from_baseline,45004,22.76117295,D,Missouri,19-Mar
grocery_and_pharmacy_percent_change_from_baseline,45005,21.27776747,D,Missouri,20-Mar
grocery_and_pharmacy_percent_change_from_baseline,45006,19.62878788,D,Missouri,21-Mar
grocery_and_pharmacy_percent_change_from_baseline,45007,17.21578422,D,Missouri,22-Mar
grocery_and_pharmacy_percent_change_from_baseline,45008,12.63526474,D,Missouri,23-Mar
grocery_and_pharmacy_percent_change_from_baseline,45009,7.244788545,D,Missouri,24-Mar
grocery_and_pharmacy_percent_change_from_baseline,45010,2.696447996,D,Missouri,25-Mar
grocery_and_pharmacy_percent_change_from_baseline,45011,-1.113075813,D,Missouri,26-Mar
grocery_and_pharmacy_percent_change_from_baseline,45012,-5.724908425,D,Missouri,27-Mar
grocery_and_pharmacy_percent_change_from_baseline,45013,-9.362570763,D,Missouri,28-Mar
grocery_and_pharmacy_percent_change_from_baseline,45014,-11.77316017,D,Missouri,29-Mar
grocery_and_pharmacy_percent_change_from_baseline,45015,-13.71601732,D,Missouri,30-Mar
grocery_and_pharmacy_percent_change_from_baseline,45016,-12.37474747,D,Missouri,31-Mar
grocery_and_pharmacy_percent_change_from_baseline,45017,-11.1049062,D,Missouri,1-Apr
grocery_and_pharmacy_percent_change_from_baseline,45018,-9.970707071,D,Missouri,2-Apr
grocery_and_pharmacy_percent_change_from_baseline,45019,-7.935298035,D,Missouri,3-Apr
grocery_and_pharmacy_percent_change_from_baseline,45020,-5.553679654,D,Missouri,4-Apr
grocery_and_pharmacy_percent_change_from_baseline,45021,-4.527705628,D,Missouri,5-Apr
grocery_and_pharmacy_percent_change_from_baseline,45022,-4.684848485,D,Missouri,6-Apr
grocery_and_pharmacy_percent_change_from_baseline,45023,-5.446753247,D,Missouri,7-Apr
grocery_and_pharmacy_percent_change_from_baseline,45024,-6.303896104,D,Missouri,8-Apr
grocery_and_pharmacy_percent_change_from_baseline,45025,-6.542857143,D,Missouri,9-Apr
grocery_and_pharmacy_percent_change_from_baseline,45026,-6.727472527,D,Missouri,10-Apr
grocery_and_pharmacy_percent_change_from_baseline,45027,-6.9,D,Missouri,11-Apr
grocery_and_pharmacy_percent_change_from_baseline,45028,-12.08181818,D,Missouri,12-Apr
grocery_and_pharmacy_percent_change_from_baseline,45029,-12.06038961,D,Missouri,13-Apr
grocery_and_pharmacy_percent_change_from_baseline,45030,-12.39083694,D,Missouri,14-Apr
grocery_and_pharmacy_percent_change_from_baseline,45031,-12.12099567,D,Missouri,15-Apr
grocery_and_pharmacy_percent_change_from_baseline,45032,-12.42748918,D,Missouri,16-Apr
grocery_and_pharmacy_percent_change_from_baseline,45033,-13.93917749,D,Missouri,17-Apr
grocery_and_pharmacy_percent_change_from_baseline,45034,-15.20743146,R,Missouri,18-Apr
grocery_and_pharmacy_percent_change_from_baseline,45035,-10.89862915,R,Missouri,19-Apr
grocery_and_pharmacy_percent_change_from_baseline,45036,-10.54862915,R,Missouri,20-Apr
grocery_and_pharmacy_percent_change_from_baseline,45037,-9.964213564,R,Missouri,21-Apr
grocery_and_pharmacy_percent_change_from_baseline,45038,-10.53088023,R,Missouri,22-Apr
grocery_and_pharmacy_percent_change_from_baseline,45039,-10.4958153,R,Missouri,23-Apr
grocery_and_pharmacy_percent_change_from_baseline,45040,-10.51746032,R,Missouri,24-Apr
grocery_and_pharmacy_percent_change_from_baseline,45041,-10.74920635,R,Missouri,25-Apr
grocery_and_pharmacy_percent_change_from_baseline,45042,-9.753741497,R,Missouri,26-Apr
grocery_and_pharmacy_percent_change_from_baseline,45043,-9.029066172,R,Missouri,27-Apr
grocery_and_pharmacy_percent_change_from_baseline,45044,-8.949701093,R,Missouri,28-Apr
grocery_and_pharmacy_percent_change_from_baseline,45045,-8.398907442,R,Missouri,29-Apr
grocery_and_pharmacy_percent_change_from_baseline,45046,-7.292558235,R,Missouri,30-Apr
grocery_and_pharmacy_percent_change_from_baseline,45047,-5.6576376,R,Missouri,1-May
grocery_and_pharmacy_percent_change_from_baseline,45048,-4.100494743,R,Missouri,2-May
grocery_and_pharmacy_percent_change_from_baseline,45049,-3.429292929,R,Missouri,3-May
grocery_and_pharmacy_percent_change_from_baseline,45050,-3.468253968,R,Missouri,4-May
grocery_and_pharmacy_percent_change_from_baseline,45051,-1.595238095,R,Missouri,5-May
grocery_and_pharmacy_percent_change_from_baseline,45052,-0.531746032,R,Missouri,6-May
grocery_and_pharmacy_percent_change_from_baseline,45053,-0.123809524,R,Missouri,7-May
grocery_and_pharmacy_percent_change_from_baseline,45054,0.526984127,R,Missouri,8-May
grocery_and_pharmacy_percent_change_from_baseline,45055,2.555555556,R,Missouri,9-May
grocery_and_pharmacy_percent_change_from_baseline,45056,4.380952381,R,Missouri,10-May
grocery_and_pharmacy_percent_change_from_baseline,45057,4.861471861,R,Missouri,11-May
grocery_and_pharmacy_percent_change_from_baseline,45058,3.948051948,R,Missouri,12-May
grocery_and_pharmacy_percent_change_from_baseline,45059,4.005194805,R,Missouri,13-May
grocery_and_pharmacy_percent_change_from_baseline,45060,3.74011544,R,Missouri,14-May
grocery_and_pharmacy_percent_change_from_baseline,45061,3.002020202,R,Missouri,15-May
grocery_and_pharmacy_percent_change_from_baseline,45062,1.116305916,R,Missouri,16-May
grocery_and_pharmacy_percent_change_from_baseline,45063,-0.518614719,R,Missouri,17-May
grocery_and_pharmacy_percent_change_from_baseline,45064,-0.213419913,R,Missouri,18-May
grocery_and_pharmacy_percent_change_from_baseline,45065,0.104761905,R,Missouri,19-May
grocery_and_pharmacy_percent_change_from_baseline,45066,0.476190476,R,Missouri,20-May
grocery_and_pharmacy_percent_change_from_baseline,45067,1.19047619,R,Missouri,21-May
grocery_and_pharmacy_percent_change_from_baseline,45068,1.976190476,R,Missouri,22-May
grocery_and_pharmacy_percent_change_from_baseline,45069,2.825396825,R,Missouri,23-May
grocery_and_pharmacy_percent_change_from_baseline,45070,3.501984127,R,Missouri,24-May
grocery_and_pharmacy_percent_change_from_baseline,45071,3.097222222,R,Missouri,25-May
grocery_and_pharmacy_percent_change_from_baseline,45072,3.121031746,R,Missouri,26-May
grocery_and_pharmacy_percent_change_from_baseline,45073,2.327380952,R,Missouri,27-May
grocery_and_pharmacy_percent_change_from_baseline,45074,1.43531746,R,Missouri,28-May
grocery_and_pharmacy_percent_change_from_baseline,45075,1.067970522,R,Missouri,29-May
grocery_and_pharmacy_percent_change_from_baseline,45076,0.404478458,R,Missouri,30-May
grocery_and_pharmacy_percent_change_from_baseline,45077,0.394557823,R,Missouri,31-May
grocery_and_pharmacy_percent_change_from_baseline,45078,1.421768707,R,Missouri,1-Jun
grocery_and_pharmacy_percent_change_from_baseline,45079,1.844387755,R,Missouri,2-Jun
grocery_and_pharmacy_percent_change_from_baseline,45080,2.58446712,R,Missouri,3-Jun
grocery_and_pharmacy_percent_change_from_baseline,45081,3.44478458,R,Missouri,4-Jun
grocery_and_pharmacy_percent_change_from_baseline,45082,3.424376417,R,Missouri,5-Jun
grocery_and_pharmacy_percent_change_from_baseline,45083,3.595804989,R,Missouri,6-Jun
grocery_and_pharmacy_percent_change_from_baseline,45084,3.623582766,R,Missouri,7-Jun
grocery_and_pharmacy_percent_change_from_baseline,45085,3.472562358,R,Missouri,8-Jun
grocery_and_pharmacy_percent_change_from_baseline,45086,3.061848073,R,Missouri,9-Jun
grocery_and_pharmacy_percent_change_from_baseline,45087,3.008276644,R,Missouri,10-Jun
grocery_and_pharmacy_percent_change_from_baseline,45088,2.670408163,R,Missouri,11-Jun
grocery_and_pharmacy_percent_change_from_baseline,45089,2.77244898,R,Missouri,12-Jun
grocery_and_pharmacy_percent_change_from_baseline,45090,2.931179138,R,Missouri,13-Jun
grocery_and_pharmacy_percent_change_from_baseline,45091,2.859750567,R,Missouri,14-Jun
grocery_and_pharmacy_percent_change_from_baseline,45092,3.015306122,R,Missouri,15-Jun
grocery_and_pharmacy_percent_change_from_baseline,45093,3.551020408,R,Missouri,16-Jun
grocery_and_pharmacy_percent_change_from_baseline,45094,3.535714286,R,Missouri,17-Jun
grocery_and_pharmacy_percent_change_from_baseline,45095,3.913265306,R,Missouri,18-Jun
grocery_and_pharmacy_percent_change_from_baseline,45096,4.234693878,R,Missouri,19-Jun
grocery_and_pharmacy_percent_change_from_baseline,45097,4.861678005,R,Missouri,20-Jun
grocery_and_pharmacy_percent_change_from_baseline,45098,5.575963719,R,Missouri,21-Jun
grocery_and_pharmacy_percent_change_from_baseline,45099,4.93877551,R,Missouri,22-Jun
grocery_and_pharmacy_percent_change_from_baseline,45100,4.765306122,R,Missouri,23-Jun
grocery_and_pharmacy_percent_change_from_baseline,45101,4.673469388,R,Missouri,24-Jun
grocery_and_pharmacy_percent_change_from_baseline,45102,4.405612245,R,Missouri,25-Jun
grocery_and_pharmacy_percent_change_from_baseline,45103,3.727040816,R,Missouri,26-Jun
grocery_and_pharmacy_percent_change_from_baseline,45104,2.423469388,R,Missouri,27-Jun
grocery_and_pharmacy_percent_change_from_baseline,45105,1.191326531,R,Missouri,28-Jun
grocery_and_pharmacy_percent_change_from_baseline,45106,1.469387755,R,Missouri,29-Jun
grocery_and_pharmacy_percent_change_from_baseline,45107,0.87755102,R,Missouri,30-Jun
grocery_and_pharmacy_percent_change_from_baseline,45108,1.573979592,R,Missouri,1-Jul
grocery_and_pharmacy_percent_change_from_baseline,45109,3.325963719,R,Missouri,2-Jul
grocery_and_pharmacy_percent_change_from_baseline,45110,5.915249433,R,Missouri,3-Jul
grocery_and_pharmacy_percent_change_from_baseline,45111,5.736678005,R,Missouri,4-Jul
grocery_and_pharmacy_percent_change_from_baseline,45112,4.4569161,R,Missouri,5-Jul
grocery_and_pharmacy_percent_change_from_baseline,45113,4.52239229,R,Missouri,6-Jul
grocery_and_pharmacy_percent_change_from_baseline,45114,4.828514739,R,Missouri,7-Jul
grocery_and_pharmacy_percent_change_from_baseline,45115,4.078514739,R,Missouri,8-Jul
parks_percent_change_from_baseline,44972,0,D,Missouri,15-Feb
parks_percent_change_from_baseline,44973,0,D,Missouri,16-Feb
parks_percent_change_from_baseline,44974,0,D,Missouri,17-Feb
parks_percent_change_from_baseline,44975,0,D,Missouri,18-Feb
parks_percent_change_from_baseline,44976,0,D,Missouri,19-Feb
parks_percent_change_from_baseline,44977,0,D,Missouri,20-Feb
parks_percent_change_from_baseline,44978,18.91295847,D,Missouri,21-Feb
parks_percent_change_from_baseline,44979,26.73206793,D,Missouri,22-Feb
parks_percent_change_from_baseline,44980,29.36063936,D,Missouri,23-Feb
parks_percent_change_from_baseline,44981,24.85624376,D,Missouri,24-Feb
parks_percent_change_from_baseline,44982,23.25584416,D,Missouri,25-Feb
parks_percent_change_from_baseline,44983,21.10822511,D,Missouri,26-Feb
parks_percent_change_from_baseline,44984,22.48784549,D,Missouri,27-Feb
parks_percent_change_from_baseline,44985,24.7021312,D,Missouri,28-Feb
parks_percent_change_from_baseline,47150,28.14628705,D,Missouri,29-Feb
parks_percent_change_from_baseline,44986,31.7018426,D,Missouri,1-Mar
parks_percent_change_from_baseline,44987,36.85169275,D,Missouri,2-Mar
parks_percent_change_from_baseline,44988,46.71616162,D,Missouri,3-Mar
parks_percent_change_from_baseline,44989,53.7955267,D,Missouri,4-Mar
parks_percent_change_from_baseline,44990,59.74069264,D,Missouri,5-Mar
parks_percent_change_from_baseline,44991,64.03434343,D,Missouri,6-Mar
parks_percent_change_from_baseline,44992,68.1010101,D,Missouri,7-Mar
parks_percent_change_from_baseline,44993,73.93116883,D,Missouri,8-Mar
parks_percent_change_from_baseline,44994,69.58809524,D,Missouri,9-Mar
parks_percent_change_from_baseline,44995,66.58809524,D,Missouri,10-Mar
parks_percent_change_from_baseline,44996,71.42936508,D,Missouri,11-Mar
parks_percent_change_from_baseline,44997,67.31428571,D,Missouri,12-Mar
parks_percent_change_from_baseline,44998,61.98095238,D,Missouri,13-Mar
parks_percent_change_from_baseline,44999,41.49795918,D,Missouri,14-Mar
parks_percent_change_from_baseline,45000,20.54081633,D,Missouri,15-Mar
parks_percent_change_from_baseline,45001,19.33843537,D,Missouri,16-Mar
parks_percent_change_from_baseline,45002,14.51462585,D,Missouri,17-Mar
parks_percent_change_from_baseline,45003,4.485765821,D,Missouri,18-Mar
parks_percent_change_from_baseline,45004,1.902432488,D,Missouri,19-Mar
parks_percent_change_from_baseline,45005,-2.674768089,D,Missouri,20-Mar
parks_percent_change_from_baseline,45006,2.927272727,D,Missouri,21-Mar
parks_percent_change_from_baseline,45007,-1.622177822,D,Missouri,22-Mar
parks_percent_change_from_baseline,45008,0.606393606,D,Missouri,23-Mar
parks_percent_change_from_baseline,45009,-4.212654013,R,Missouri,24-Mar
parks_percent_change_from_baseline,45010,4.308269508,R,Missouri,25-Mar
parks_percent_change_from_baseline,45011,12.83207903,R,Missouri,26-Mar
parks_percent_change_from_baseline,45012,18.9965812,R,Missouri,27-Mar
parks_percent_change_from_baseline,45013,20.36671107,R,Missouri,28-Mar
parks_percent_change_from_baseline,45014,37.07200577,R,Missouri,29-Mar
parks_percent_change_from_baseline,45015,42.95772006,R,Missouri,30-Mar
parks_percent_change_from_baseline,45016,52.44184704,R,Missouri,31-Mar
parks_percent_change_from_baseline,45017,50.58470418,R,Missouri,1-Apr
parks_percent_change_from_baseline,45018,45.26868687,R,Missouri,2-Apr
parks_percent_change_from_baseline,45019,38.81447441,R,Missouri,3-Apr
parks_percent_change_from_baseline,45020,31.07621268,R,Missouri,4-Apr
parks_percent_change_from_baseline,45021,20.99179709,R,Missouri,5-Apr
parks_percent_change_from_baseline,45022,16.84893995,R,Missouri,6-Apr
parks_percent_change_from_baseline,45023,18.38862249,R,Missouri,7-Apr
parks_percent_change_from_baseline,45024,17.42036852,R,Missouri,8-Apr
parks_percent_change_from_baseline,45025,15.15543346,R,Missouri,9-Apr
parks_percent_change_from_baseline,45026,20.87631258,R,Missouri,10-Apr
parks_percent_change_from_baseline,45027,25.61587302,R,Missouri,11-Apr
parks_percent_change_from_baseline,45028,20.96002886,R,Missouri,12-Apr
parks_percent_change_from_baseline,45029,17.44098124,R,Missouri,13-Apr
parks_percent_change_from_baseline,45030,9.938816739,R,Missouri,14-Apr
parks_percent_change_from_baseline,45031,5.986435786,R,Missouri,15-Apr
parks_percent_change_from_baseline,45032,4.80981241,R,Missouri,16-Apr
parks_percent_change_from_baseline,45033,-1.608369408,R,Missouri,17-Apr
parks_percent_change_from_baseline,45034,4.05988456,R,Missouri,18-Apr
parks_percent_change_from_baseline,45035,14.66017316,R,Missouri,19-Apr
parks_percent_change_from_baseline,45036,21.73636364,R,Missouri,20-Apr
parks_percent_change_from_baseline,45037,31.3020202,R,Missouri,21-Apr
parks_percent_change_from_baseline,45038,28.45757576,R,Missouri,22-Apr
parks_percent_change_from_baseline,45039,31.73419913,R,Missouri,23-Apr
parks_percent_change_from_baseline,45040,36.52063492,R,Missouri,24-Apr
parks_percent_change_from_baseline,45041,30.96666667,R,Missouri,25-Apr
parks_percent_change_from_baseline,45042,33.05283447,R,Missouri,26-Apr
parks_percent_change_from_baseline,45043,32.84893836,R,Missouri,27-Apr
parks_percent_change_from_baseline,45044,28.3886209,R,Missouri,28-Apr
parks_percent_change_from_baseline,45045,27.69338281,R,Missouri,29-Apr
parks_percent_change_from_baseline,45046,34.57116059,R,Missouri,30-Apr
parks_percent_change_from_baseline,45047,44.38068439,R,Missouri,1-May
parks_percent_change_from_baseline,45048,53.23425582,R,Missouri,2-May
parks_percent_change_from_baseline,45049,52.37031025,R,Missouri,3-May
parks_percent_change_from_baseline,45050,46.66468254,R,Missouri,4-May
parks_percent_change_from_baseline,45051,47.61706349,R,Missouri,5-May
parks_percent_change_from_baseline,45052,55.96626984,R,Missouri,6-May
parks_percent_change_from_baseline,45053,50.75992063,R,Missouri,7-May
parks_percent_change_from_baseline,45054,45.44246032,R,Missouri,8-May
parks_percent_change_from_baseline,45055,45.01746032,R,Missouri,9-May
parks_percent_change_from_baseline,45056,42.74761905,R,Missouri,10-May
parks_percent_change_from_baseline,45057,45.82987013,R,Missouri,11-May
parks_percent_change_from_baseline,45058,40.81111111,R,Missouri,12-May
parks_percent_change_from_baseline,45059,34.34285714,R,Missouri,13-May
parks_percent_change_from_baseline,45060,36.23174603,R,Missouri,14-May
parks_percent_change_from_baseline,45061,35.17142857,R,Missouri,15-May
parks_percent_change_from_baseline,45062,32.38571429,R,Missouri,16-May
parks_percent_change_from_baseline,45063,33.95714286,R,Missouri,17-May
parks_percent_change_from_baseline,45064,35.51298701,R,Missouri,18-May
parks_percent_change_from_baseline,45065,40.75,R,Missouri,19-May
parks_percent_change_from_baseline,45066,47.86904762,R,Missouri,20-May
parks_percent_change_from_baseline,45067,50.05952381,R,Missouri,21-May
parks_percent_change_from_baseline,45068,54.70714286,R,Missouri,22-May
parks_percent_change_from_baseline,45069,59.77698413,R,Missouri,23-May
parks_percent_change_from_baseline,45070,61.18373016,R,Missouri,24-May
parks_percent_change_from_baseline,45071,65.24404762,R,Missouri,25-May
parks_percent_change_from_baseline,45072,65.80357143,R,Missouri,26-May
parks_percent_change_from_baseline,45073,62.70833333,R,Missouri,27-May
parks_percent_change_from_baseline,45074,56.9718254,R,Missouri,28-May
parks_percent_change_from_baseline,45075,62.43441043,R,Missouri,29-May
parks_percent_change_from_baseline,45076,66.76456916,R,Missouri,30-May
parks_percent_change_from_baseline,45077,73.81814059,R,Missouri,31-May
parks_percent_change_from_baseline,45078,79.27619048,R,Missouri,1-Jun
parks_percent_change_from_baseline,45079,85.37738095,R,Missouri,2-Jun
parks_percent_change_from_baseline,45080,90.8,R,Missouri,3-Jun
parks_percent_change_from_baseline,45081,97.96507937,R,Missouri,4-Jun
parks_percent_change_from_baseline,45082,92.51609977,R,Missouri,5-Jun
parks_percent_change_from_baseline,45083,86.88435374,R,Missouri,6-Jun
parks_percent_change_from_baseline,45084,80.81292517,R,Missouri,7-Jun
parks_percent_change_from_baseline,45085,77.92312925,R,Missouri,8-Jun
parks_percent_change_from_baseline,45086,71.17312925,R,Missouri,9-Jun
parks_percent_change_from_baseline,45087,75.15527211,R,Missouri,10-Jun
parks_percent_change_from_baseline,45088,79.6473356,R,Missouri,11-Jun
parks_percent_change_from_baseline,45089,83.85141723,R,Missouri,12-Jun
parks_percent_change_from_baseline,45090,87.88316327,R,Missouri,13-Jun
parks_percent_change_from_baseline,45091,92.13316327,R,Missouri,14-Jun
parks_percent_change_from_baseline,45092,96.263322,R,Missouri,15-Jun
parks_percent_change_from_baseline,45093,106.4418934,R,Missouri,16-Jun
parks_percent_change_from_baseline,45094,108.3092404,R,Missouri,17-Jun
parks_percent_change_from_baseline,45095,108.5056689,R,Missouri,18-Jun
parks_percent_change_from_baseline,45096,109.9725057,R,Missouri,19-Jun
parks_percent_change_from_baseline,45097,107.7046485,R,Missouri,20-Jun
parks_percent_change_from_baseline,45098,105.4189342,R,Missouri,21-Jun
parks_percent_change_from_baseline,45099,100.3010204,R,Missouri,22-Jun
parks_percent_change_from_baseline,45100,101.002551,R,Missouri,23-Jun
parks_percent_change_from_baseline,45101,103.2602041,R,Missouri,24-Jun
parks_percent_change_from_baseline,45102,102.9923469,R,Missouri,25-Jun
parks_percent_change_from_baseline,45103,101.4744898,R,Missouri,26-Jun
parks_percent_change_from_baseline,45104,99.68877551,R,Missouri,27-Jun
parks_percent_change_from_baseline,45105,98.79591837,R,Missouri,28-Jun
parks_percent_change_from_baseline,45106,103.0586735,R,Missouri,29-Jun
parks_percent_change_from_baseline,45107,91.05867347,R,Missouri,30-Jun
parks_percent_change_from_baseline,45108,82.52295918,R,Missouri,1-Jul
parks_percent_change_from_baseline,45109,80.7372449,R,Missouri,2-Jul
parks_percent_change_from_baseline,45110,80.89795918,R,Missouri,3-Jul
parks_percent_change_from_baseline,45111,80.29081633,R,Missouri,4-Jul
parks_percent_change_from_baseline,45112,79.8622449,R,Missouri,5-Jul
parks_percent_change_from_baseline,45113,78.29676871,R,Missouri,6-Jul
parks_percent_change_from_baseline,45114,84.58248299,R,Missouri,7-Jul
parks_percent_change_from_baseline,45115,87.29676871,R,Missouri,8-Jul
parks_percent_change_from_baseline,45116,85.86819728,R,Missouri,9-Jul
parks_percent_change_from_baseline,45117,84.90136054,R,Missouri,10-Jul
parks_percent_change_from_baseline,45118,87.51445578,R,Missouri,11-Jul
parks_percent_change_from_baseline,45119,90.26445578,R,Missouri,12-Jul
parks_percent_change_from_baseline,45120,91.90136054,R,Missouri,13-Jul
parks_percent_change_from_baseline,45121,93.49319728,R,Missouri,14-Jul
parks_percent_change_from_baseline,45122,88.70748299,R,Missouri,15-Jul
parks_percent_change_from_baseline,45123,91.04676871,R,Missouri,16-Jul
parks_percent_change_from_baseline,45124,89.47987528,R,Missouri,17-Jul
parks_percent_change_from_baseline,45125,87.86082766,R,Missouri,18-Jul
parks_percent_change_from_baseline,45126,82.61082766,R,Missouri,19-Jul
parks_percent_change_from_baseline,45127,76.91836735,R,Missouri,20-Jul
transit_stations_percent_change_from_baseline,44972,0,D,Missouri,15-Feb
transit_stations_percent_change_from_baseline,44973,0,D,Missouri,16-Feb
transit_stations_percent_change_from_baseline,44974,0,D,Missouri,17-Feb
transit_stations_percent_change_from_baseline,44975,0,D,Missouri,18-Feb
transit_stations_percent_change_from_baseline,44976,0,D,Missouri,19-Feb
transit_stations_percent_change_from_baseline,44977,0,D,Missouri,20-Feb
transit_stations_percent_change_from_baseline,44978,2.416768945,D,Missouri,21-Feb
transit_stations_percent_change_from_baseline,44979,3.56983017,D,Missouri,22-Feb
transit_stations_percent_change_from_baseline,44980,3.826973027,D,Missouri,23-Feb
transit_stations_percent_change_from_baseline,44981,4.247852148,D,Missouri,24-Feb
transit_stations_percent_change_from_baseline,44982,3.869230769,D,Missouri,25-Feb
transit_stations_percent_change_from_baseline,44983,4.295421245,D,Missouri,26-Feb
transit_stations_percent_change_from_baseline,44984,4.774941725,D,Missouri,27-Feb
